indicatorId,geoUnit,year,value,qualifier,magnitude
RESDEN.INHAB.TFTE,BEL,2012,4116.61624,,
RESDEN.INHAB.TFTE,BEL,2013,4161.62059,,
RESDEN.INHAB.TFTE,BEL,2014,4544.86674,,
RESDEN.INHAB.TFTE,BEL,2015,4731.81573,,
RESDEN.INHAB.TFTE,BEL,2016,4798.32663,,
RESDEN.INHAB.TFTE,BEL,2017,4757.30821,,
RESDEN.INHAB.TFTE,BEL,2018,5040.00069,,
RESDEN.INHAB.TFTE,BEL,2019,5290.87935,,
RESDEN.INHAB.TFTE,BEL,2020,5418.91258,,
RESDEN.INHAB.TFTE,BEL,2021,5770.89032,,
RESDEN.INHAB.TFTE,BEL,2022,5818.71223,,
RESDEN.INHAB.TFTE,BEL,2023,5990.12849,,
RESDEN.INHAB.TFTE,BFA,2010,46.5781,,
RESDEN.INHAB.TFTE,BGR,1996,1771.85422,,
RESDEN.INHAB.TFTE,BGR,1997,1450.78139,,
RESDEN.INHAB.TFTE,BGR,1998,1464.18095,,
RESDEN.INHAB.TFTE,BGR,1999,1306.20445,,
RESDEN.INHAB.TFTE,BGR,2000,1179.69599,,
RESDEN.INHAB.TFTE,BGR,2001,1157.05434,,
RESDEN.INHAB.TFTE,BGR,2002,1168.80197,,
RESDEN.INHAB.TFTE,BGR,2003,1224.19554,,
RESDEN.INHAB.TFTE,BGR,2004,1263.77329,,
RESDEN.INHAB.TFTE,BGR,2005,1301.70634,,
RESDEN.INHAB.TFTE,BGR,2006,1348.08734,,
RESDEN.INHAB.TFTE,BGR,2007,1471.47888,,
RESDEN.INHAB.TFTE,BGR,2008,1505.75099,,
RESDEN.INHAB.TFTE,BGR,2009,1593.43114,,
RESDEN.INHAB.TFTE,BGR,2010,1470.69323,,
RESDEN.INHAB.TFTE,BGR,2011,1606.20566,,
RESDEN.INHAB.TFTE,BGR,2012,1537.4066,,
RESDEN.INHAB.TFTE,BGR,2013,1685.20345,,
RESDEN.INHAB.TFTE,BGR,2014,1822.03088,,
RESDEN.INHAB.TFTE,BGR,2015,1976.75906,,
RESDEN.INHAB.TFTE,BGR,2016,2236.855,,
RESDEN.INHAB.TFTE,BGR,2017,2125.46017,,
RESDEN.INHAB.TFTE,BGR,2018,2343.48736,,
RESDEN.INHAB.TFTE,BGR,2019,2420.08954,,
RESDEN.INHAB.TFTE,BGR,2020,2401.16918,,
RESDEN.INHAB.TFTE,BGR,2021,2346.69591,,
RESDEN.INHAB.TFTE,BGR,2022,2557.19806,,
