indicatorId,geoUnit,year,type,subtype,value
ILLPOP.AG15T99,RUS,2002,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,RUS,2010,Data Status,Data reporting,Literacy definition: Level of education is asked to the respondents. The question of Can you read and write will ask if respondent answered have no education
ILLPOP.AG15T99,RUS,2010,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,RUS,2021,Data Status,Data reporting,Literacy definition: Can you read and write?
ILLPOP.AG15T99,RUS,2021,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,RWA,2010,Data Status,Data reporting,Literacy definition: UIS estimate based on 2010 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,RWA,2010,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,RWA,2012,Data Status,Data reporting,"Literacy definition: Can (Name) can read, write and understand in the following languages?  French, Egnlish, Kinyarwanda, Other"
ILLPOP.AG15T99,RWA,2012,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,RWA,2014,Data Status,Data reporting,Literacy definition: 1) Can you read a letter or a simple note? 2) Can you write a letter or a simple note? 3) Can you perform a written calculation?
ILLPOP.AG15T99,RWA,2014,Source,Data sources,Source: Integrated Household Living Conditions Survey (EICV4)
ILLPOP.AG15T99,RWA,2018,Data Status,Data reporting,Literacy definition: 1) Can you read a letter or a simple note? 2) Can you write a letter or a simple note? 3) Can you perform a written calculation?
ILLPOP.AG15T99,RWA,2018,Source,Data sources,Source: Integrated Household Living Conditions Survey (EICV5)
ILLPOP.AG15T99,RWA,2022,Data Status,Data reporting,"Literacy definition: Can (Name of a person) read, write, and understand the following languages?  MORE THAN ONE LANGUAGE IS ALLOWED 1. Kinyarwanda; 2. English; 4. French; 8. Swahili; 16. Other; 0. None Literacy was measured based on three skills: reading, writing, and listening with understanding."
ILLPOP.AG15T99,RWA,2022,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SAU,1992,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,SAU,1992,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SAU,2000,Data Status,Data reporting,Literacy definition: A person is considered literate if he/she can read and write in any language. A blind person is considered literate if he/she can read and write the 'Brail' method.
ILLPOP.AG15T99,SAU,2000,Source,Data sources,Source: Household Demographic Survey
ILLPOP.AG15T99,SAU,2004,Data Status,Data reporting,Literacy definition: A person is considered literate if he or she can read and write in any language. A blind person is considered literate if he or she can read and write Braille.
ILLPOP.AG15T99,SAU,2004,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SAU,2013,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write or who can read and write a brief statement about himself.
ILLPOP.AG15T99,SAU,2013,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,SAU,2017,Data Status,Data reporting,Literacy definition: Can you read and write?
ILLPOP.AG15T99,SAU,2017,Source,Data sources,Source: Survey
ILLPOP.AG15T99,SAU,2020,Data Status,Data reporting,Literacy definition: Can you read and write?
ILLPOP.AG15T99,SAU,2020,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,SAU,2024,Data Status,Data reporting,Literacy definition: Can you read a short simple sentence (in any language)? Can you write a short simple sentence (in any language)?
ILLPOP.AG15T99,SAU,2024,Source,Data sources,Source: Survey of Adults Skills and Learning
ILLPOP.AG15T99,SDN,2000,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper.
ILLPOP.AG15T99,SDN,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,SDN,2008,Data Status,Data reporting,"Literacy definition: First direct question: Can you read and write? If yes, please read this for me."
ILLPOP.AG15T99,SDN,2008,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SDN,2018,Data Status,Data reporting,"Literacy definition: 2008 population census: First direct question: Can you read and write? If yes, please read this for me."
ILLPOP.AG15T99,SDN,2018,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,SEN,2002,Data Status,Data reporting,Literacy definition: A literate is a person who is able to read and write in any language.
ILLPOP.AG15T99,SEN,2002,Source,Data sources,Source: Household Survey
ILLPOP.AG15T99,SEN,2006,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read and write.
ILLPOP.AG15T99,SEN,2006,Source,Data sources,Source: Survey
ILLPOP.AG15T99,SEN,2009,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read and write in any language.
ILLPOP.AG15T99,SEN,2009,Source,Data sources,Source: Survey
ILLPOP.AG15T99,SEN,2011,Data Status,Data reporting,Literacy definition: Can (name) read and write? Language1? Language2? Other language?
ILLPOP.AG15T99,SEN,2011,Source,Data sources,Source: Survey
ILLPOP.AG15T99,SEN,2013,Data Status,Data reporting,Literacy definition: Can (name) read and write? Language1? Language2? Other language?
ILLPOP.AG15T99,SEN,2013,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SEN,2017,Data Status,Data reporting,"Literacy definition: Do you know how to read and write in the following languages:French, English, Arabic, National languages, Other languages)."
ILLPOP.AG15T99,SEN,2017,Source,Data sources,Source: Senegal National Survey on Labour Force
ILLPOP.AG15T99,SEN,2024,Data Status,Data reporting,"Literacy definition: 2017 National Survey on Labour Force: Do you know how to read and write in the following languages:French, English, Arabic, National languages, Other languages)."
ILLPOP.AG15T99,SEN,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,SGP,2000,Data Status,Data reporting,"Literacy definition: Literacy refers to a person's ability to read with understanding, e.g. a newspaper, in the language specified."
ILLPOP.AG15T99,SGP,2000,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SGP,2010,Data Status,Data reporting,"Literacy definition: What language(s) is this person able to read in, e.g. newspaper?"
ILLPOP.AG15T99,SGP,2010,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SGP,2011,Data Status,Data reporting,Literacy definition: Register-based literacy rate estimated from survey and administrative sources.
ILLPOP.AG15T99,SGP,2011,Source,Data sources,Source: Register-based national estimates
ILLPOP.AG15T99,SGP,2012,Data Status,Data reporting,Literacy definition: Register-based literacy rate estimated from survey and administrative sources.
ILLPOP.AG15T99,SGP,2012,Source,Data sources,Source: Register-based national estimates
ILLPOP.AG15T99,SGP,2013,Data Status,Data reporting,Literacy definition: Register-based literacy rate estimated from survey and administrative sources.
ILLPOP.AG15T99,SGP,2013,Source,Data sources,Source: Register-based national estimates
ILLPOP.AG15T99,SGP,2014,Data Status,Data reporting,Literacy definition: Register-based literacy rate estimated from survey and administrative sources.
ILLPOP.AG15T99,SGP,2014,Source,Data sources,Source: Register-based national estimates
ILLPOP.AG15T99,SGP,2015,Data Status,Data reporting,Literacy definition: Register-based literacy rate estimated from survey and administrative sources.
ILLPOP.AG15T99,SGP,2015,Source,Data sources,Source: Register-based national estimates
ILLPOP.AG15T99,SGP,2016,Data Status,Data reporting,Literacy definition: Register-based literacy rate estimated from survey and administrative sources.
ILLPOP.AG15T99,SGP,2016,Source,Data sources,Source: Register-based national estimates
ILLPOP.AG15T99,SGP,2017,Data Status,Data reporting,Literacy definition: Register-based literacy rate estimated from survey and administrative sources.
ILLPOP.AG15T99,SGP,2017,Source,Data sources,Source: Register-based national estimates
ILLPOP.AG15T99,SGP,2018,Data Status,Data reporting,Literacy definition: Register-based literacy rate estimated from survey and administrative sources.
ILLPOP.AG15T99,SGP,2018,Source,Data sources,Source: Register-based national estimates
ILLPOP.AG15T99,SGP,2019,Data Status,Data reporting,Literacy definition: Register-based literacy rate estimated from survey and administrative sources.
ILLPOP.AG15T99,SGP,2019,Source,Data sources,Source: Register-based national estimates
ILLPOP.AG15T99,SGP,2020,Data Status,Data reporting,Literacy definition: What language(s) is this person able to read in?
ILLPOP.AG15T99,SGP,2020,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SGP,2021,Data Status,Data reporting,Literacy definition: ...
ILLPOP.AG15T99,SGP,2021,Source,Data sources,Source: Register-based literacy rate estimated from survey and administrative sources
ILLPOP.AG15T99,SHN,1998,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,SHN,1998,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SLB,1999,Data Status,Data reporting,Literacy definition: ...
ILLPOP.AG15T99,SLB,1999,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SLE,2004,Data Status,Data reporting,Literacy definition: Literacy was defined as the ability to read and write in any language.
ILLPOP.AG15T99,SLE,2004,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SLE,2015,Data Status,Data reporting,"Literacy definition: Can (the respondent) read and write a text in any of the following languages? 1. Yes, English 2. Yes, French 3. Yes, Arabic 4. Yes, local language 5. None 6. Don't know"
ILLPOP.AG15T99,SLE,2015,Source,Data sources,Source: IPUMS data
ILLPOP.AG15T99,SLE,2024,Data Status,Data reporting,"Literacy definition: 2015 IPUMS:Can (the respondent) read and write a text in any of the following languages? 1. Yes, English 2. Yes, French 3. Yes, Arabic 4. Yes, local language 5. None 6. Don't know"
ILLPOP.AG15T99,SLE,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,SLV,1992,Data Status,Data reporting,Literacy definition: Are you able to read and write? 1 Yes;  2 No
ILLPOP.AG15T99,SLV,1992,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SLV,2006,Data Status,Data reporting,Literacy definition: Literate persons are those aged 10 years and older who can read and write.
ILLPOP.AG15T99,SLV,2006,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,SLV,2007,Data Status,Data reporting,Literacy definition: Literate persons are those aged 10 years and older who can read and write.
ILLPOP.AG15T99,SLV,2007,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SLV,2008,Data Status,Data reporting,Literacy definition: Literate persons are those aged 10 years and older who can read and write.
ILLPOP.AG15T99,SLV,2008,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,SLV,2009,Data Status,Data reporting,Literacy definition: Literate persons are those aged 10 years and older who can read and write.
ILLPOP.AG15T99,SLV,2009,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,SLV,2010,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write.
ILLPOP.AG15T99,SLV,2010,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,SLV,2011,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write.
ILLPOP.AG15T99,SLV,2011,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,SLV,2013,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write.
ILLPOP.AG15T99,SLV,2013,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,SLV,2015,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write.
ILLPOP.AG15T99,SLV,2015,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,SLV,2016,Data Status,Data reporting,Literacy definition: Literate persons are those who are able to read a short simple statement about everyday life or who attended secondary or higher education.
ILLPOP.AG15T99,SLV,2016,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,SLV,2017,Data Status,Data reporting,Literacy definition: Literate persons are those who can read and write.
ILLPOP.AG15T99,SLV,2017,Source,Data sources,Source: Multiple Indicator Cluster Survey (MICS)
ILLPOP.AG15T99,SLV,2018,Data Status,Data reporting,Literacy definition: Literate persons are those who can read and write.
ILLPOP.AG15T99,SLV,2018,Source,Data sources,Source: Multi-purpose Survey
ILLPOP.AG15T99,SLV,2019,Data Status,Data reporting,Literacy definition: Literate persons are those who can read and write.
ILLPOP.AG15T99,SLV,2019,Source,Data sources,Source: Multi-purpose Survey
ILLPOP.AG15T99,SLV,2020,Data Status,Data reporting,Literacy definition: Literate persons are those who can read and write.
ILLPOP.AG15T99,SLV,2020,Source,Data sources,Source: Multi-purpose Survey
ILLPOP.AG15T99,SLV,2023,Data Status,Data reporting,Literacy definition: Literate persons are those who can read and write.
ILLPOP.AG15T99,SLV,2023,Source,Data sources,Source: Multi-purpose Survey
ILLPOP.AG15T99,SLV,2024,Data Status,Data reporting,Literacy definition: Literate persons are those who can read and write.
ILLPOP.AG15T99,SLV,2024,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SMR,2022,Data Status,Data reporting,Literacy definition: People who can read and write without terminating Primary school have been reported in ISCED A 03 level of education
ILLPOP.AG15T99,SMR,2022,Source,Data sources,Source: Public registers
ILLPOP.AG15T99,SOM,2022,Data Status,Data reporting,Literacy definition: Can you read in any language?  Can you write in any language?
ILLPOP.AG15T99,SOM,2022,Source,Data sources,Source: Somali Integrated Household Budget Survey
ILLPOP.AG15T99,SRB,2003,Data Status,Data reporting,"Literacy definition: Literate population relate only to population aged 10 years and over. Literate population covers every person who can read and write a text dealing with everyday life regardless of the language. All other persons, including also those who can only read, are considers as illiterate."
ILLPOP.AG15T99,SRB,2003,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SRB,2011,Data Status,Data reporting,Literacy definition: The question on the census questionnaire was: -Is the person literate?  The enumerators were trained to ask if the person could read and write a text from everyday life.
ILLPOP.AG15T99,SRB,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SRB,2016,Data Status,Data reporting,Literacy definition: Are you literate? Can you read or write a simple text from everyday life
ILLPOP.AG15T99,SRB,2016,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SRB,2019,Data Status,Data reporting,Literacy definition: Are you literate? Can you read or write a simple text from everyday life
ILLPOP.AG15T99,SRB,2019,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,SRB,2022,Data Status,Data reporting,Literacy definition: Persons that stated to be able to both read and write a text on everyday life were considered literate.
ILLPOP.AG15T99,SRB,2022,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SSD,2008,Data Status,Data reporting,Literacy definition: Can (Name of a person) read and write with understanding a simple sentence in any language?
ILLPOP.AG15T99,SSD,2008,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SSD,2018,Data Status,Data reporting,Literacy definition: 2008 population census: Can NAME read and write with understanding a simple sentence in any language?
ILLPOP.AG15T99,SSD,2018,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,STP,1991,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,STP,1991,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,STP,2001,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,STP,2001,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,STP,2008,Data Status,Data reporting,Literacy definition: UIS estimate based on 2008-09 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years.   Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,STP,2008,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,STP,2012,Data Status,Data reporting,"Literacy definition: A person is considered literate if they can read, write and solve minor mathematical calculations."
ILLPOP.AG15T99,STP,2012,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,STP,2022,Data Status,Data reporting,"Literacy definition: 2012 population census:  A person is considered literate if he or she can read, write and solve minor mathematical calculations."
ILLPOP.AG15T99,STP,2022,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,SUR,2004,Data Status,Data reporting,Literacy definition: A person is considered literate if he or she can write a simple note or phrase.
ILLPOP.AG15T99,SUR,2004,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SUR,2008,Data Status,Data reporting,"Literacy definition: A person is literate if they can, with understanding, both read and write a simple statement on his/her everyday life (in any language)."
ILLPOP.AG15T99,SUR,2008,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,SUR,2010,Data Status,Data reporting,Literacy definition: Can this person write letters or messages to family and friends by him/herself in their own language?
ILLPOP.AG15T99,SUR,2010,Source,Data sources,Source: Continuous Household Survey
ILLPOP.AG15T99,SUR,2012,Data Status,Data reporting,Literacy definition: ...
ILLPOP.AG15T99,SUR,2012,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SUR,2022,Data Status,Data reporting,Literacy definition: 2012 population census: ...
ILLPOP.AG15T99,SUR,2022,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,SVN,2001,Data Status,Data reporting,"Literacy definition: 1991 population census:  A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,SVN,2001,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,SWZ,2000,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper.
ILLPOP.AG15T99,SWZ,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,SWZ,2010,Data Status,Data reporting,Literacy definition: UIS estimate based on 2010 Multiple Indicator Cluster Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,SWZ,2010,Source,Data sources,Source: UIS estimates: MICS/GALP
ILLPOP.AG15T99,SWZ,2020,Data Status,Data reporting,Literacy definition: UIS estimate based on 2010 Multiple Indicator Cluster Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years.
ILLPOP.AG15T99,SWZ,2020,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,SYC,1994,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,SYC,1994,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SYC,2002,Data Status,Data reporting,"Literacy definition: Literacy is defined as the ability to read or write a simple sentence in either English, French or Creole."
ILLPOP.AG15T99,SYC,2002,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SYC,2010,Data Status,Data reporting,Literacy definition: A literate is a person who can read a simple sentence in any language.
ILLPOP.AG15T99,SYC,2010,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SYC,2020,Data Status,Data reporting,Literacy definition: 2010 population census:  The Literate is a person who can read a simple sentence in any language.
ILLPOP.AG15T99,SYC,2020,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,SYR,2002,Data Status,Data reporting,Literacy definition: Literacy is the ability to read and write. Each Arab Syrian who reads and writes in Arabic language is considered literate.
ILLPOP.AG15T99,SYR,2002,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,SYR,2004,Data Status,Data reporting,Literacy definition: An individual male or female [to amend] reading and writing in Arabic is considered literate.
ILLPOP.AG15T99,SYR,2004,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,SYR,2014,Data Status,Data reporting,Literacy definition: 2004 population census: Individual male or female [to amend] reading and writing in Arabic.
ILLPOP.AG15T99,SYR,2014,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,SYR,2021,Data Status,Data reporting,Literacy definition: Relying on the interviewee's statement.
ILLPOP.AG15T99,SYR,2021,Source,Data sources,Source: Labour Force Survey
ILLPOP.AG15T99,TCD,1993,Data Status,Data reporting,Literacy definition: A person is defined as literate if they are aged 6 years or older and can read and write in any language.
ILLPOP.AG15T99,TCD,1993,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TCD,2000,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper.
ILLPOP.AG15T99,TCD,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,TCD,2004,Data Status,Data reporting,Literacy definition: A person who can read and write in a national language is considered literate.
ILLPOP.AG15T99,TCD,2004,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,TCD,2015,Data Status,Data reporting,Literacy definition: UIS estimate based on 2015 Demographic and Health Survey data with assessment of reading skills of male population 15-59 years and female population 15-49 years. Literacy rates based on a reading assessment are likely to be lower than literacy rates based on self- or household declaration.
ILLPOP.AG15T99,TCD,2015,Source,Data sources,Source: UIS estimates: DHS/GALP
ILLPOP.AG15T99,TCD,2016,Data Status,Data reporting,Literacy definition: A person is defined as literate if they can read or write a sentence in any language.
ILLPOP.AG15T99,TCD,2016,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TCD,2024,Data Status,Data reporting,Literacy definition: 2016 population census: The literate is a person who can read or write a sentence in any language.
ILLPOP.AG15T99,TCD,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,TGO,2000,Data Status,Data reporting,Literacy definition: Literacy is defined as the ability to read easily or with difficulty a letter or a newspaper.
ILLPOP.AG15T99,TGO,2000,Source,Data sources,Source: Multiple Indicator Cluster Survey (UNICEF MICS2)
ILLPOP.AG15T99,TGO,2006,Data Status,Data reporting,"Literacy definition: Persons who are able to read and write in any language are literate, otherwise they are illiterate."
ILLPOP.AG15T99,TGO,2006,Source,Data sources,Source: Survey
ILLPOP.AG15T99,TGO,2009,Data Status,Data reporting,"Literacy definition: Literate is a person who can read and write with understanding a short, simple statement in any language."
ILLPOP.AG15T99,TGO,2009,Source,Data sources,Source: Survey
ILLPOP.AG15T99,TGO,2010,Data Status,Data reporting,"Literacy definition: A person is said to be literate if they can read, write, and understand a simple text concerning the facts of their daily life (UNESCO definition). 1 Can read, write, and understand French only 2 Can read, write, and understand a national language only 3 Can read, write, and understand French and a national language 4 Can read, write, and understand another language 5 Can read only 6 Cannot read nor write"
ILLPOP.AG15T99,TGO,2010,Source,Data sources,Source: IPUMS data
ILLPOP.AG15T99,TGO,2011,Data Status,Data reporting,"Literacy definition: A literate is a person who can read and write with understanding a short, simple statement in any language."
ILLPOP.AG15T99,TGO,2011,Source,Data sources,Source: Survey
ILLPOP.AG15T99,TGO,2015,Data Status,Data reporting,Literacy definition: A literate is a person who can read and write in any language.
ILLPOP.AG15T99,TGO,2015,Source,Data sources,Source: Survey
ILLPOP.AG15T99,TGO,2019,Data Status,Data reporting,Literacy definition: Can (Name of a person) read a short text in the following languages:(1-French 2-Local language 3-Other language)Can (NAME) write a short text in the following languages:(1-French 2-Local language 3-Other language)
ILLPOP.AG15T99,TGO,2019,Source,Data sources,Source: Survey
ILLPOP.AG15T99,THA,2005,Data Status,Data reporting,"Literacy definition: The literate population is defined as persons aged 6 years and over who are able to read write simple statements with understanding in any language. If a person can read, but not write, then he or she is classified as illiterate."
ILLPOP.AG15T99,THA,2005,Source,Data sources,Source: Survey of Population Change
ILLPOP.AG15T99,THA,2010,Data Status,Data reporting,"Literacy definition: Can you read and write in Thai and /or other languages? Other languages if more than one language, specify the most fluent languages."
ILLPOP.AG15T99,THA,2010,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,THA,2013,Data Status,Data reporting,"Literacy definition: Q1 At present, can you read? Q2 At present, can you write?"
ILLPOP.AG15T99,THA,2013,Source,Data sources,Source: Survey
ILLPOP.AG15T99,THA,2015,Data Status,Data reporting,"Literacy definition: Q1 At present, can you read? Q2 At present, can you write?   Literate mean can read and write at least 1 language"
ILLPOP.AG15T99,THA,2015,Source,Data sources,Source: The Reading of Population Survey
ILLPOP.AG15T99,THA,2018,Data Status,Data reporting,"Literacy definition: Q1 At present, can you read?Q2 At present, can you write?   Literate mean can read and write at least 1 language"
ILLPOP.AG15T99,THA,2018,Source,Data sources,Source: The Reading of Population Survey
ILLPOP.AG15T99,THA,2024,Data Status,Data reporting,"Literacy definition: 2018 The Reading of Population Survey:  Q1 At present, can you read? Q2 At present, can you write?   Literate mean can read and write at least 1 language"
ILLPOP.AG15T99,THA,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,TJK,2000,Data Status,Data reporting,Literacy definition: Persons who can read and write are considered literate.
ILLPOP.AG15T99,TJK,2000,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TJK,2010,Data Status,Data reporting,"Literacy definition: 2000 Population Census:  A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,TJK,2010,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,TKM,1995,Data Status,Data reporting,Literacy definition: Persons aged 7 years or more who are able to write and read are classified as literates.
ILLPOP.AG15T99,TKM,1995,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TKM,2005,Data Status,Data reporting,Literacy definition: 1995 Population Census: Persons aged 7 years or more who are able to write and read are classified as literates.
ILLPOP.AG15T99,TKM,2005,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,TKM,2022,Data Status,Data reporting,Literacy definition: Persons aged 7 years or more who are able to write and read are classified as literates.
ILLPOP.AG15T99,TKM,2022,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TLS,2001,Data Status,Data reporting,Literacy definition: Literacy refers to the ability to read and/or write a letter written in the language spoken in the household (population aged 18 and plus).
ILLPOP.AG15T99,TLS,2001,Source,Data sources,Source: Living Standards Measurement Survey
ILLPOP.AG15T99,TLS,2007,Data Status,Data reporting,Literacy definition: Refers to the ability to read and/or write a letter written in the language spoken in the household (population aged 18 and plus).
ILLPOP.AG15T99,TLS,2007,Source,Data sources,Source: Living Standards Measurement Survey
ILLPOP.AG15T99,TLS,2010,Data Status,Data reporting,"Literacy definition: A literate is a person who can speak, read, and write."
ILLPOP.AG15T99,TLS,2010,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TLS,2015,Data Status,Data reporting,"Literacy definition: Literacy was measured for the four working lannguages: Tetun, Portuguese, Bahasa Indonesia and English. A literate was considered literate in a language if he/she could speak, read and write in the language."
ILLPOP.AG15T99,TLS,2015,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TLS,2022,Data Status,Data reporting,Literacy definition: Can you read and write a short letter to a friend in any language?
ILLPOP.AG15T99,TLS,2022,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TON,2006,Data Status,Data reporting,Literacy definition: Literacy is the ability to read and write a simple sentence in Tongan or English.
ILLPOP.AG15T99,TON,2006,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TON,2011,Data Status,Data reporting,Literacy definition: Can this person read and write a simple sentence?  a. In Tongan? b. In English? c. Other Language ? 1. Yes  2. No
ILLPOP.AG15T99,TON,2011,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TON,2016,Data Status,Data reporting,"Literacy definition: Literacy is the ability to read and write a simple sentence in Tongan, English or other languages."
ILLPOP.AG15T99,TON,2016,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TON,2024,Data Status,Data reporting,"Literacy definition: 2016 census: Literacy is the ability to read and write a simple sentence in Tongan, English or other languages."
ILLPOP.AG15T99,TON,2024,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,TTO,1990,Data Status,Data reporting,"Literacy definition: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,TTO,1990,Source,Data sources,Source: Population Census
ILLPOP.AG15T99,TTO,2000,Data Status,Data reporting,"Literacy definition: 1990 Population Census: A person is defined as literate if they can both read and write a short, simple statement on his or her everyday life."
ILLPOP.AG15T99,TTO,2000,Source,Data sources,Source: UIS estimates: GALP
ILLPOP.AG15T99,TUN,2004,Data Status,Data reporting,Literacy definition: A person who knows how to read and write in any language is considered literate.
ILLPOP.AG15T99,TUN,2004,Source,Data sources,Source: Population Census
